id,example_order,example_nl
general_001073,1,Je gaat toch geen pillen innemen als je niet ziek bent?
general_001074,1,Ze beweegt op het ritme van de muziek.
general_001075,1,Ze waren uitgeschakeld voor de eindronde.
general_001076,1,Hij komt voor een vergoeding in aanmerking.
general_001077,1,Pak je pen en schrijf op wat ik zeg.
general_001078,1,De reizigers liepen naar de bus.
general_001079,1,Het salaris van december is verhoogd met een toeslag.
general_001080,1,Ze kwetst hem met haar harde woorden.
general_001081,1,Ik heb liever wat meer keuze.
general_001082,1,ledereen heeft enkele fundamentele rechten.
general_001083,1,Zijn geestelijke vermogens worden toch langzaam minder.
general_001084,1,We hebben bij opa en oma gegeten.
general_001085,1,De storm trok over het land.
general_001086,1,Vanochtend is er nog wat regen.
general_001087,1,De verzekering keerde de claim uit.
general_001088,1,Deze taart bevat friszure appels.
general_001089,1,Tijdens het weekend was er niemand bereikbaar
general_001090,1,Het is een grote chaos in zijn kamer.
general_001091,1,Een echte leider dwingt gezag af.
general_001092,1,Ze onderschatten hun tegenstander niet.
general_001093,1,Het was een zielig gezicht.
general_001094,1,"Het was koud, maar desondanks trokken ze er toch op uit."
general_001095,1,Tegenover rechten staan ook plichten.
general_001096,1,We stellen prijs op een contante betaling.
general_001097,1,Plant een fruitboom en pluk de vruchten.
general_001098,1,De goederen worden over de weg vervoerd.
general_001099,1,De zon beïnvloedt het humeur van de mensen.
general_001100,1,Jullie moeten wel een beetje doorlopen.
general_001100,2,Ze doorloopt het hele proces.
general_001101,1,We zoeken naar een duurzame oplossing.
general_001102,1,Ik raad je aan veel groenten en fruit te eten.
general_001103,1,Koken is zijn hobby.
general_001104,1,De kapitein besliste om niet verder te varen.
general_001105,1,Hij houdt van luxe.
general_001106,1,De expeditie is met goed materiaal uitgerust.
general_001106,2,Haar moeder had haar langer laten slapen en Louisa was goed uitgerust.
general_001107,1,De werkzaamheden vorderen goed.
general_001108,1,Wij eten vanavond wortelen.
general_001108,2,Trek het onkruid er met wortel en al uit.
general_001109,1,Hij trok zijn lange benen in.
general_001109,2,Het voorstel werd door de partijen ingetrokken.
general_001110,1,Tussen de kaarsen wordt een paars lint gedraaid.
general_001111,1,We kwamen in een bizarre situatie terecht.
general_001112,1,Hij citeert een beroemde dichtregel.
general_001113,1,Aan de vloedgolf ging een lange periode van regen vooraf.
general_001114,1,Vanaf Leiden is er een goede aansluiting.
general_001115,1,De gegevens komen uit betrouwbare bronnen.
general_001116,1,De dolfijn raakte verstrikt in de netten van de vissers.
general_001117,1,De man verstoorde de openbare orde.
general_001118,1,Ze kregen een waarschuwing van de scheidsrechter.
general_001119,1,De kosten van arbeid zijn flink gestegen.
general_001120,1,De opbrengst van de verkoop is bestemd voor de kinderen.
general_001121,1,De frustratie bij de thuisploeg resulteerde in twee rode kaarten.
general_001122,1,De politie kon de twee winkeldieven tegenhouden.
general_001123,1,De administratie van het bedrijf is in orde.
general_001124,1,Het is te hopen dat de resultaten in stijgende lijn zullen evolueren.
general_001125,1,Hij heeft geprobeerd de al te nadrukkelijke symboliek eruit weg te werken.
general_001126,1,Ik maak eenvoudige en niet te vette gerechten.
general_001127,1,Het zilver vloeit over het oppervlak van het product.
general_001128,1,De duivel wordt met twee hoorntjes afgebeeld.
general_001129,1,Zij beschrijft herkenbare situaties.
general_001130,1,Het voertuig werd met verf beklad.
general_001131,1,Het gemeentebestuur zal het nieuwe magazijn financieren.
general_001132,1,Er kwamen enkele goede suggesties uit het publiek.
general_001133,1,Hij deed een greep in de snoepjespot.
general_001134,1,Jouw tarief is wat jij per uur waard bent.
general_001135,1,De uitkomst van het experiment is gunstig.
general_001136,1,Het echtpaar heeft vijf kleinkinderen en één achterkleinkind.
general_001137,1,Zijn ontdekking trok veel aandacht.
general_001138,1,Het bergop lopen vergt veel energie.
general_001139,1,De bezetting duurde vijf jaar
general_001139,2,Het orkest had een goede bezetting.
general_001140,1,Uw beweringen zijn complete leugens.
general_001141,1,Zijn psychologische voordeel is niet te onderschatten.
general_001142,1,Mijn moeder is morgen jarig.
general_001143,1,Het was zonnig en nagenoeg windstil.
general_001144,1,In het archief bevinden zich waardevolle documenten.
general_001145,1,Een souterrain is een kelder die niet geheel onder het maaiveld ligt.
general_001146,1,Ze streven naar een optimale balans.
general_001147,1,Ze voeden hun kinderen in alle rust op.
general_001148,1,Het accent van de bootsman was lastig te verstaan.
general_001148,2,ledereen legt het accent op een ander aspect van de kwestie.
general_001149,1,Kun je het zout even doorgeven?
general_001150,1,De formule van het gala sloeg aan bij het publiek.
general_001151,1,Personen met een handicap mogen gratis naar binnen.
general_001152,1,De eigenaar verte It over de jacht op wild.
general_001152,2,In de haven lag een aantal jachten voor anker.
general_001153,1,Ook het wegdek krijgt een nieuwe laag asfalt.
general_001154,1,De moordenaar werd opgepakt door de politie.
general_001155,1,Dansen is echt mijn grote passie.
general_001156,1,Wiskunde is meer dan sommen maken.
general_001157,1,Het getal begint met een 2.
general_001158,1,Klik hier voor meer informatie.
general_001159,1,De spelregels worden moeilijker naarmate de kinderen ouder worden.
general_001160,1,Ze brengen de kinderen onder bij haarouders.
general_001161,1,Voor de 760 bewoners is opvang geregeld in een sporthal.
general_001162,1,Ik heb trek in een hamburger.
general_001162,2,Het terras is erg in trek bij de klanten.
general_001163,1,Hij had veel inhoudelijke kritiek op het plan.
general_001164,1,De burgemeester onthulde het standbeeld.
general_001165,1,De overgang van de derde naar de tweede klasse is groot.
general_001166,1,Op deze camping zijn de voorzieningen goed.
general_001167,1,Er stond een file op de snelweg.
general_001168,1,Doorzettingskracht en discipline zijn belangrijke eigenschappen.
general_001168,2,Kogelstoten is een discipline binnen de atletiek.
general_001169,1,De particuliere ziektekostenverzekering gaan op in de nieuwe zorgverzekering.
general_001170,1,De houten huizen worden gesloopt.
general_001171,1,Ik heb uitgerekend dat ik zo’n zeventigduizend gulden heb gewonnen.
general_001172,1,De man brak zijn enkel.
general_001173,1,Hij studeert filosofie.
general_001174,1,De oranje vlaggen wapperen aan de huizen.
general_001175,1,Snij de appel in vier parten.
general_001176,1,Hij draagt steevast een rood mutsje.
general_001177,1,Telewerken is een relatief nieuw verschijnsel.
general_001178,1,Zij verstrekte alle gegevens die ik nodig had.
general_001179,1,Er staat een bevoegde trainer voor het team.
general_001180,1,Welke saus smaakt het best op je frieten?
general_001181,1,Ze verbranden het hout in de tuin.
general_001182,1,Bij het binnenlopen laat ze de anderen voorgaan.
general_001183,1,Het is een illusie dat hij daardoor harder gaat werken.
general_001184,1,Ze hebben de neiging om anderen de schuld te geven.
general_001185,1,De koeien staan nog in de stal.
general_001186,1,De verlichting gaat aan.
general_001187,1,Alle gevaar is intussen geweken.
general_001188,1,De hooftiredacteur schrijft het inleidende artikel.
general_001189,1,Hij blijft volhouden dat het om politieke druk ging.
general_001190,1,Zijn wacht duurde tot middernacht.
general_001190,2,Bij de deur staat een wacht.
general_001191,1,Kom bij een zakelijke afspraak liefst ongeveer vijf minuten te vroeg.
general_001192,1,"Het zijn afzonderlijke boeken, maar ze vormen wel een reeks."
general_001193,1,Hij kreeg veel ondersteuning van zijn ouders.
general_001194,1,De toespraak van de koning werd live uitgezonden.
general_001195,1,De verandering in zijn houding is goed waar te nemen.
general_001196,1,Heb je zijn goedkeuring nodig om weg te mogen?
general_001197,1,Je moet de spellen op je harde schijf installeren.
general_001198,1,Ze zenden de films nu op een beter tijdstip uit.
general_001199,1,Wij gaan dat water laten analyseren om te zien of het gedronken kan worden.
general_001200,1,De piloot was van zijn parcours afgeweken.
general_001201,1,Een gids geeft deskundige uitleg bij alle plekken die worden aangedaan.
general_001202,1,Ik laad de spullen achterin de laadbak.
general_001203,1,Afgelopen weekend hebben we alle rommel opgeruimd.
general_001204,1,Er brak een opstand uit toen dat bekend werd.
general_001205,1,Het uitgangspunt is dat we willen winnen.
general_001206,1,De muren waren klam van het vocht.
general_001206,2,Let erop dat u voldoende vocht binnenkrijgt.
general_001207,1,Zij gaf het bevel om te vertrekken.
general_001208,1,De plant bloeit van mei tot September.
general_001209,1,De docenten worden door hun studenten beoordeeld.
general_001210,1,Bij dreiging van oorlog wordt de noodtoestand uitgeroepen.
general_001211,1,Het inchecken was nog een heel gedoe.
general_001212,1,"Als je nu plant, kun je de uien vroeg in de lente oogsten."
general_001213,1,Met een minimum aan moeite krijg je een enorme hoeveelheid informatie.
general_001214,1,Hij kreeg een mooie beloning voor zijn harde werk.
general_001215,1,De vergoeding compenseert mijn onkosten precies.
general_001216,1,In datzelfde jaar ging de krant over op een kleiner formaat.
general_001217,1,De dichter las voor uit eigen werk.
general_001218,1,Zij zong slechts een enkele valse noot.
general_001218,2,Wij eten graag noten.
general_001219,1,Het paleis is geopend voor publiek.
general_001220,1,De priester ging voor in de mis.
general_001221,1,De vluchtelingen worden goed opge vangen.
general_001222,1,Ik ben tot bladzijde 15 van het boek gekomen.
general_001223,1,De grootte van de kamer viel wat tegen.
general_001224,1,De melk voor deze kaas komt van koeien uit de bergen.
general_001225,1,De basisscholen beginnen een experiment met Engelstalige les voor kleuters.
general_001226,1,De nieuwkomers hebben een goede mentaliteit.
general_001227,1,De ondergrondse wortels overleven de winter en lopen in het voorjaar opnieuw uit.
general_001228,1,Dat is een onwaarschijnlijk scenario.
general_001229,1,De winnaar krijgt een uitnodiging voor volgend jaar.
general_001230,1,Hij kreeg het verwijt altijd te laat te zijn.
general_001231,1,Ik heb inmiddels weerstand tegen deze ziekte.
general_001232,1,Hij maakte het werk netjes af.
general_001233,1,Zij zet het afval op straat.
general_001234,1,Ze is gehuwd en moeder van drie kinderen.
general_001235,1,Er zijn veel vragen omtrent spelling.
general_001236,1,Hij verwerpt het voorstel en vraagt aanpassingen.
general_001237,1,De interpretatie van de uitkomsten is onzeker.
general_001238,1,Een lading beton stroomde door de middenberm.
general_001239,1,Die redenering past goed in mijn betoog.
general_001240,1,De stoere motoragent moet een traantje wegpinken.
general_001241,1,"Jaar na jaar stijgen de reizigersaantallen op trein, tram en bus."
general_001242,1,Ze versieren het huis voor zijn verjaardag.
general_001243,1,Een buurman merkte de brand in de villa op.
general_001244,1,Het is een intelligent meisje.
general_001245,1,Zij creëren die winst door de combinatie van arbeid en kapitaal.
general_001246,1,Het stampen op de houten tribunes zorgde er voor een hels lawaai.
general_001247,1,Ik hoop op een objectieve beoordeling.
general_001248,1,In april braken rellen uittussen Singalezen en Tamils.
general_001249,1,Een smoesje verzinnen is meestal geen grote zonde.
general_001250,1,De officier gaat de affaire onderzoeken.
general_001251,1,Bij de cursus hoort een syllabus in begrijpelijke taal.
general_001252,1,Biologisch voedsel is erg in trek.
general_001253,1,De communistische partij is nu minder dominant.
general_001254,1,In de dagbladen staat niets nieuws.
general_001255,1,Ze heeft een flat gekocht in de stad.
general_001256,1,De kogel raakte gelukkig niemand.
general_001257,1,Het is geen schande om alleen te zijn.
general_001258,1,Met zijn leugens frustreert hij het onderzoek.
general_001259,1,Je moet wel opletten of iedereen het naar zijn zin heeft.
general_001260,1,Mike heeft een sterke persoonlijkheid.
general_001261,1,Het verkeer moet op dat traject tijdelijk over één rijstrook.
general_001262,1,Het is de bedoeling dat de film vanaf augustus in de bioscopen draait.
general_001263,1,De verjaardag van de koning is een nationale feestdag.
general_001264,1,De nieuwkomers integreren goed in het team.
general_001265,1,Ik heb een lekker recept voor gehaktbrood.
general_001266,1,Er stond een schaal rijpe druiven op tafel.
general_001267,1,De resultaten waren ronduit teleurstellend.
general_001268,1,Dankzij de tijdige waarschuwing raakte er niemand gewond.
general_001269,1,Het document ligt in het archief van het koninklijk paleis.
general_001270,1,"Hij leerde verschillende instrumenten spelen, zoals gitaar en bas."
general_001271,1,De put is 7 meter diep en heeft een diameter van 30 meter.
general_001272,1,Ze maakten een perfect ronde cirkel.
general_001273,1,Golf is een sport die veel concentratie vergt.
general_001274,1,Het bedrijf zal voor de rechtbank worden gedaagd.
general_001274,2,Het begint hem langzaam te dagen.
general_001275,1,Het plaatselijke koor luisterde de viering op met mooie gezangen.
general_001276,1,We neigen ernaar de kachel aan te steken.
general_001277,1,Ze deden een inspannende oefening.
general_001278,1,Het zonlicht schitterde op het water.
general_001279,1,Hij haalde hard naar haar uit.
general_001279,2,De jongetjes halen rare streken uit.
general_001280,1,Ze voerden schalen vol eten aan.
general_001281,1,In de glazen vaas staan mooie bloemen.
general_001282,1,Ze voeren een progressief beleid.
general_001283,1,Ik ga straks even m’n tas uitpakken en de vieze kleren in de was gooien.
general_001283,2,Hoe de nieuwe wet uitpakt voor bijstandsgerechtigden kan niemand zeggen.
general_001284,1,lemand vroeg hoe je kon zien of het om een vreemdeling ging.
general_001285,1,"Als ze er toch voor betalen, dan kunnen ze evengoed mee beslissen."
general_001286,1,Veel bewoners hebben een tuintje waar ze groenten kweken.
general_001287,1,Het ongeval gebeurde woensdagavond kort voor middernacht.
general_001288,1,De eerste munten werden in 1972 in omloop gebracht.
general_001289,1,We slaan de spullen in de kelder op.
general_001290,1,Zij drukt haar sigaret in de asbak uit.
general_001291,1,Als het van mij afhangt komen er best nog enkele versterkingen bij tijdens de winterstop.
general_001292,1,De trainer filmt de hele wedstrijd.
general_001293,1,Ik wil eerst even met je overleggen.
general_001294,1,Vlak voor de finish versnelde hij nog.
general_001295,1,De fabriek werd verwoest door een explosie.
general_001296,1,De vorst tastte de bloesem aan.
general_001297,1,Ze bewerken de muur met een borstel.
general_001298,1,We gaan een paar veranderingen doorvoeren.
general_001299,1,Van harte gefeliciteerd met jullie verjaardag.
general_001300,1,Het is totaal niet iets om fier op te zijn.
general_001301,1,Het is een kwestie van alle handelingen in de goede volgorde uitvoeren.
general_001302,1,Heb jij weleens gerookt?
general_001303,1,Voor zure dressing wordt vaak azijn of citroensap gebruikt.
general_001304,1,Pakistan riep zijn ambassadeur uit Denemarken terug.
general_001305,1,De wedstrijd wordt op neutraal terrein gespeeld.
general_001306,1,Ik dronk een biertje op mijn nuchtere maag.
general_001306,2,We gaan morgen proberen een nuchtere analyse te maken.
general_001307,1,Ik sta liever helemaal vooraan in de rij dan helemaal achteraan.
general_001308,1,Het ongeval had een fatale afloop.
general_001309,1,Ons onderwijs is in intellectueel opzicht nogal schraal.
general_001310,1,Ik wil ook een fulltime baan en een maandelijks loon.
general_001311,1,Ze interesseert zich in mode.
general_001312,1,Zij verkondigt graag haar mening.
general_001313,1,Zijn woonplaats lag ergens in historisch Mesopotamië.
general_001314,1,Met een besliste beweging sloot hij de deur.
general_001315,1,Hij stond bovenaan de trap.
general_001316,1,De dijk beschermt de polder.
general_001317,1,Hij giet het glas vol water.
general_001318,1,We moeten zo’n misverstand in de toekomst zien te vermijden.
general_001319,1,Bij de aardbeving zijn 352 mensen omgekomen.
general_001320,1,Zijn trouw aan zijn baas is onvoorwaardelijk.
general_001321,1,Het afval wordt met drie wagens afgevoerd.
general_001322,1,Zij vertelde de kinderen een eng verhaal.
general_001323,1,De bom ontploft in het weiland.
general_001324,1,Zij heeft in het leger een hoge rang.
general_001325,1,We kregen goede richtlijnen mee.
general_001326,1,Wil je je boek ruilen voor een film?
general_001327,1,De gast deed een paar straffe uitspraken.
general_001328,1,Eerlijkheid en betrouwbaarheid zijn mooie deugden.
general_001329,1,Ik vind het leuk om te discussiëren.
general_001330,1,Wat zijn de essentiële kenmerken van dit tijdperk?
general_001331,1,Het is evident dat het om meer gaat dan om een biologisch verschil.
general_001332,1,Het wondje in haar borst is nog steeds niet genezen.
general_001333,1,De inrichting van het hele huis is smaakvol en sober.
general_001334,1,Mijn jaloerse zusje liep boos weg.
general_001335,1,Het motto is dat de aanval de beste verdediging is.
general_001336,1,Hij deed een naïeve uitspraak.
general_001337,1,"De meeste mensen hebben ook ooms en tantes, neven en nichten."
general_001338,1,Het was plezant en iedereen voelde zich goed en nuttig en gewaardeerd.
general_001339,1,Ik kijk niet naar die gruwelijke beelden op de televisie.
general_001340,1,Het schip werd gesleept met een dikke kabel.
general_001341,1,De schapen leveren de wol voor een soort alternatieve bontjassen.
general_001342,1,Zij ontvangen een subsidie van tienduizend euro.
general_001343,1,Het mag een wonder heten dat ik het zolang heb volgehouden.
general_001344,1,De gemeente raadt iedereen aan om voorlopig binnen te blijven.
general_001345,1,"Er is toenemende bewolking vanuit het westen, gevolgd door een enkele bui."
general_001346,1,De medewerking van alle leden van de werkgroep is verzekerd.
general_001347,1,Ik hoor graag eerst jouw opinie.
general_001348,1,De piano staat in de huiskamer.
general_001349,1,Overdag worden wolkenvelden afgewisseld met een aantal opklaringen.
general_001350,1,De financiering van het project is nog niet rond.
general_001351,1,Het merendeel van de bochten loopt naar links.
general_001352,1,Ze kreeg een receptie aangeboden door het bestuur.
general_001353,1,De overheid doet sedert dit jaar het nodige om de situatie te verbeteren.
general_001354,1,Het doel van stakingen is immers het bedrijf duidelijk maken dat bepaalde zaken zo niet verder kunnen.
general_001355,1,Hij verschaft voedsel en onderdak.
general_001356,1,Ik heb een brief verstuurd en wacht op antwoord.
general_001357,1,Ze wi lien het project volgend jaar voltooien.
general_001358,1,Wat een absurde opmerking is dat!
general_001359,1,"We communiceren meer dan ooit, maar hebben we ook wat te zeggen?"
general_001360,1,Hij kreeg een levenslange gevangenisstraf.
general_001361,1,We signaleren drie everzwijnen met hun jongen.
general_001362,1,Het vet druipt uit het vlees.
general_001363,1,Aan deze zogezegde vrienden heb je weinig.
general_001364,1,Ik geef het pakje aan de deur af.
general_001365,1,Zijn bijnaam kreeg hij van zijn vrienden.
general_001366,1,We zijn het huis aan het verbouwen.
general_001366,2,In de tuinen worden groenten verbouwd.
general_001367,1,Het is niet netjes om je vrienden te bedriegen.
general_001368,1,Ouders krijgen een code waarmee ze kunnen inloggen.
general_001369,1,Rode klaver bloeit van juni tot in de herfst.
general_001370,1,Hij was geblesseerd aan zijn been en kon daardoor niet meespelen.
general_001371,1,Verschillende orkesten zorgen voor de nodige muzikale ambiance.
general_001372,1,Het was een spontane uiting van vreugde.
general_001373,1,Dit kampioenschap is volledig zijn verdienste.
general_001374,1,De bisschop reisde af naar Rome.
general_001375,1,Zij maakte een onnodige opmerking.
general_001376,1,Hij maakte een analyse van het profiel van de dader.
general_001377,1,Het is niet toegestaan om hetzelfde onderwerp in verschillende forums te posten.
general_001378,1,Het transport van de goederen liep enige vertraging op.
general_001379,1,Je moet ervoor zorgen niemand te beledigen.
general_001380,1,Ze kwamen tot een mooi compromis.
general_001381,1,Haar motivatie is de laatste tijd flink verbeterd.
general_001382,1,Ga eens een pint drinken met die gast.
general_001383,1,Er kwamen enkele reële bezwaren op tafel.
general_001384,1,Je kunt beter ophouden met deze zinloze actie.
general_001385,1,Voeg wat zout aan het water toe.
general_001386,1,Ze komen aanstaande zaterdag eten.
general_001387,1,Er loopt wat water door de buis.
general_001388,1,Hier woont een deftige familie.
general_001389,1,Het verleden fascineert haar.
general_001390,1,De politie deed een inval in het pand.
general_001391,1,Zij deed in Italië inspiratie op voor haar nieuwe roman.
general_001392,1,Deze passage bezorgt de kritische lezer flink de kriebels.
general_001393,1,Op het einde van het schooljaar kunnen alle kinderen zwemmen.
general_001394,1,Het dagblad werd omgezet in een weekblad.
general_001395,1,Er wordt een uitspraak van een beroemde filosoof geciteerd.
general_001396,1,In geraffineerde vorm wordt de olie ook voor industriële doeleinden gebruikt.
general_001397,1,Technici en ingenieurs bekijken de resultaten van de metingen.
general_001398,1,De voorraden kunnen nog tot april gebruikt worden.
general_001399,1,De meeste van die dieren waren muizen.
general_001400,1,Hebben de patiënten baat bij de voorgeschreven behandeling?
general_001401,1,Naar de bakker of de slager rijd ik wel met de fiets.
general_001402,1,Het is op een aantal fronten misgegaan.
general_001403,1,Zit er enige vorm van logica achter?
general_001404,1,Ze maken geluiden die overeenkomen met die van de kat.
general_001405,1,De huisarts schrijft een alternatief geneesmiddel voor.
general_001406,1,Het spel zal vooral aanslaan in scholen.
general_001406,2,De belastingen sloegen haar voor drie ton aan.
general_001407,1,De regering beoogt daarmee een cultuuromslag tot stand te brengen.
general_001408,1,Men betwijfelt of de weg voldoet aan de normen.
general_001409,1,Ze vonden onderdak voor de nacht.
general_001410,1,De herder leunde op zijn staf.
general_001410,2,Dit besluit is genomen door de voltallige staf.
general_001411,1,Na een telefonisch gesprek werd ze aangenomen.
general_001412,1,Hij verschoof de boeken op tafel.
general_001413,1,Er werden grote hoeveelheden goud en zilver gevonden.
general_001414,1,Er is een bespreking over het komende seizoen.
general_001415,1,Ik organiseer dit weekend een fuif.
general_001416,1,Hij illustreert veel van zijn werk zelf.
general_001417,1,Je moet even nagaan of dat klopt.
general_001418,1,Hij raadpleegt zijn gegevens.
general_001419,1,Kneed het deeg tot het soepel is.
general_001420,1,Na twee jaar gevangenis kwam hij vrij.
general_001420,2,Bij de ontploffing kwamen giftige stoffen vrij.
general_001421,1,Morgen meestal droog met zonnige perioden.
general_001422,1,Leden van ambassades kunnen niet strafrechtelijk vervolgd worden door het land waar ze werken.
general_001423,1,Een bevriende fotograaf was hem te hulp geschoten.
general_001424,1,Je wilt toch niet dat ze worden doodgeschoten?
general_001425,1,Het merendeel van de homo’s leidt een doorsnee leven.
general_001426,1,Het patroon blijft zich herhalen.
general_001427,1,De planeten vormen met elkaar het zonnestelsel dat de zon als kern heeft.
general_001428,1,Alle exposanten krijgen op het plein een ruimte van twee bij twee meter toegewezen.
general_001429,1,Hij had de radio niet uitgezet.
general_001429,2,Ze zijn het gebied uitgezet.
general_001430,1,Tania zag hem toen ze de trap afkwam en langs de voordeur liep.
general_001431,1,Na ontvangst van de betaling wordt uw bestelling zonder verdere kosten bij u thuis afgeleverd.
general_001432,1,Laat het eens bezinken alvorens er op te antwoorden.
general_001433,1,De leukste dieren vind ik de tijgers en de leeuwen!
general_001434,1,Er dient op een systematische wijze gegevens te worden verzameld.
general_001435,1,De mens werd uit het paradijs verdreven.
general_001436,1,Verder worden de winnaars verwend met een aantal leuke prijzen.
general_001437,1,Naast waardering voor het gevarieerde aanbod was er ook kritiek.
general_001438,1,De alleenstaande ouder mag niet aan haar of zijn lot worden overgelaten.
general_001439,1,Deze musical wordt echt een unieke en eenmalige belevenis.
general_001440,1,Het kan voorkomen dat twee verschillende groepen eenzelfde feit tegenovergesteld waarderen.
general_001441,1,Tijdens het strijken bleef ze soms met haar ring achter de kleren haken.
general_001442,1,De ploeg staat onderaan in het klassement.
general_001443,1,Wie gaat mijn boeken terugbrengen naar de bibliotheek?
general_001444,1,De zijgevel is uitgebouwd op de uitstekende balken.
general_001445,1,Archeologen hebben in de buurt nog een tweede historische vondst gedaan.
general_001446,1,Hij moet bovendien ten laatste over een jaar een hut en een stalling weghalen.
general_001447,1,Ze hadden hun natte kleren uitgetrokken.
general_001448,1,De burger verwacht een dienstverlening die klantgericht georganiseerd is.
general_001449,1,De immense ruimte wordt omgebouwd tot een gezellig jeugdhuis.
general_001450,1,De kortingen zouden in een enkel geval oplopen tot 20 procent.
general_001451,1,Het Christendom is de grootste religieuze stroming ter wereld.
general_001452,1,De vier meisjes zouden verkracht zijn.
general_001453,1,Op het vliegveld zijn helikopters gestationneerd.
general_001454,1,Niets belet ons om de publieke gegevens te gebruiken die er zijn.
general_001455,1,Wat was nou de beste benadering van het leven?
general_001456,1,Sommige daden wegen zwaarder dan hun consequenties.
general_001457,1,Tegenwoordig fungeert de school steeds meer als dagverblijf.
general_001458,1,"De helling die naar de tempel leidde, was niet zo steil."
general_001459,1,Buiten waakte een groepje politieagenten over de orde.
general_001460,1,Het ras werd hier altijd gefokt.
general_001461,1,De enige relevante vraag is wie zijn opvolger zal worden.
general_001462,1,Op alle verpakkingen staan stempels van de kwaliteitscontrole.
general_001463,1,Het lijkt alsof de evolutie tweemaal hetzelfde concept heeft uitgevonden.
general_001464,1,Een werkgroep gaat zich buigen over nieuwe eisen op het gebied van fietsverlichting.
general_001465,1,Haar zoon is net afgestudeerd als psycholoog.
general_001466,1,Hij bekleedde functies binnen de communistische jeugdbeweging.
general_001467,1,De koning nam zijn kroon af.
general_001468,1,Hoeveel boeken had je van die schrijfster al gelezen?
general_001469,1,Ze hadden in München een beurs bezocht die was tegengevallen.
general_001470,1,Ik hield er niet van om meteen op de tragische toer te gaan.
general_001471,1,De kinderen worden door hun ouders en andere familieleden vergezeld.
general_001472,1,Vorige week verkenden we de omloop met de ploeg.
general_001473,1,De achterkant van de auto kwam tegen de voordeur van het huis terecht.
general_001474,1,Ik ben nog niet helemaal van de schrik bekomen.
general_001475,1,Onderzoek vereist een expliciete probleemstelling.
general_001476,1,De combinatie die de minste strafpunten behaalt over de drie onderdelen is de winnaar.
general_001476,2,Wat vind je het minst erg?
general_001477,1,Hij componeerde vorig najaar een opera voor de koninklijke familie van Qatar
general_001478,1,Kennelijk ligt het in onze volksaard dat we minder aan service hechten dan aan de prijs.
general_001479,1,Aan de middeleeuwse universiteiten was de theologie nog de koningin van de wetenschappen.
general_001480,1,"Alle objecten die zich aan het aardoppervlak bevinden, stralen energie uit."
general_001481,1,Vorig jaar was er een overschot van 43 miljard dollar.
general_001482,1,Hierdoor raakten zij in psychische en economische problemen.
general_001483,1,Hij leefde in enorme rijkdom.
general_001484,1,In principe is het beter om geen suiker of stroop te gebruiken.
general_001485,1,Een stelling wordt als juist beschouwd tot het moment dat het tegendeel bewezen wordt.
general_001486,1,Ze beloven je zelfs de reiskosten te vergoeden.
general_001487,1,Ik wil graag weer aan het werk en sta voor iedere aanbieding open.
general_001488,1,Niettemin is de dreigende ban hard aangekomen vanwege de symbolische schade voor de toekomst.
general_001489,1,Ik heb een dagboek moeten bijhouden toen ik klein was.
general_001490,1,Medicijnen tegen depressie helpen maar bij 20 à 30 procent van de zieken.
general_001491,1,De archeologen graven vier tot zes meter diep.
general_001492,1,De marge is tien kilometer per uur.
general_001493,1,Bedoeling is dat we onszelf op termijn overbodig maken.
general_001494,1,Die opa en oma zijn ook aardige mensen.
general_001495,1,Het risico op het overdragen van het virus is klein.
general_001496,1,Binnenkort brengt ze haar biografie uit.
general_001497,1,Zij droeg het dossier over aan de rechtbank.
general_001498,1,Het schandaal dateert van begin dit jaar.
general_001499,1,De advertentie stond in alle kranten.
general_001500,1,De politie bewaakte de loods.
general_001501,1,Hoort deze bundel thuis in uw boekenkast?
general_001502,1,De herkomst van de plant is onduidelijk.
general_001503,1,Hij werd begraven in een crypte onder het altaar van het klooster.
general_001504,1,Het peil van het water is gestegen.
general_001505,1,In een later stadium vragen we de kandidaten een uitgebreider plan op te stellen.
general_001506,1,Nu blijkt dat de hele berekening gemaakt werd op basis van foute gegevens.
general_001507,1,Het is een continue race tegen de klok.
general_001508,1,Hij vond het monster in de film niet echt eng.
general_001508,2,We nemen een aantal monsters die we analyseren op de samenstelling.
general_001509,1,Tijd om visum en paspoort in orde te brengen was er nauwelijks.
general_001510,1,Het perron kan bereikt worden door tunnels aan beide uiteinden van het station.
general_001511,1,Zij speelde een tweetal wedstrijden.
general_001512,1,Het dak van het gebouw lekt.
general_001513,1,De keuze is totaal onbegrijpelijk.
general_001514,1,De politie onderwierp de bestuurder aan een ademtest.
general_001515,1,Het kind was pakweg vijf jaar oud.
general_001516,1,In de detailhandel maken subtiele veranderingen een groot verschil.
general_001517,1,Het was een triest gezicht.
general_001518,1,Wij verzoeken iedereen rustig te blijven.
general_001519,1,Ze vond het zelfs een waardig eerbetoon aan onze pa.
general_001520,1,De zondvloed is een verhaal uit de Bijbel.
general_001521,1,Kinderen kunnen de voorstelling gratis bijwonen.
general_001522,1,Kritiek kun je alleen met geldige argumenten ontkrachten.
general_001523,1,De verliezen vielen mee.
general_001524,1,Bij zijn geboorte woog hij 8 pond.
general_001525,1,Naast de weg ligt een brede sloot.
general_001526,1,De deelgemeenten werden daarbij grotendeels verwaarloosd.
general_001527,1,Ze maakten een aanvang met het plaatsen van de eerste tenten.
